"id(n)","size((n)-[:`person/investor`]-())","size((n)-[:`person/legal`]-())","size((n)-[:`company/investor`]-())","size((n)-[:`company/staff`]-())","size((n)-[:`company/legal`]-())"
"38391942","11","4","0","6","0"
"38393773","10","4","0","6","0"
"38393991","10","5","0","10","0"
"38394119","5","6","0","10","0"
"38394290","8","5","0","8","0"
"38394606","15","5","0","16","0"
"38395010","0","1","0","20","0"
"38395115","7","6","0","11","0"
"38395719","17","6","0","17","0"
"38396501","9","3","0","9","0"
"38396691","7","5","0","13","0"
"38397464","8","8","0","8","0"
"38397691","9","9","0","11","0"
"38397989","12","6","0","12","0"
"38398056","10","8","0","10","0"
"38398365","8","4","0","8","0"
"38399225","6","11","0","15","0"
"38400950","10","6","0","10","0"
"38401282","7","4","0","9","0"
"38401290","8","6","0","9","0"
"38401491","8","3","0","10","0"
"38401500","9","5","0","9","0"
"38401669","4","6","0","10","0"
"38402722","6","6","0","9","0"
"38402937","9","3","0","8","0"
"38403077","7","5","0","8","0"
"38403192","3","18","0","17","0"
"38403293","0","10","0","10","0"
"38403439","26","9","0","21","0"
"38403512","0","16","0","10","0"
"38403555","8","9","0","9","0"
"38403666","8","33","0","24","0"
"38403871","10","5","0","9","0"
"38404981","0","11","0","11","0"
"38405665","10","7","0","9","0"
"38405935","8","10","0","10","0"
"38406004","9","3","0","9","0"
"38406104","7","7","0","8","0"
"38406108","5","7","0","9","0"
"38406151","8","6","0","8","0"
"38406163","10","6","0","6","0"
"38406867","6","7","0","8","0"
"38407241","9","9","0","8","0"
"38407273","14","9","0","16","0"
"38407353","9","4","0","8","0"
"38407439","10","4","0","7","0"
"38407572","0","23","0","53","0"
"38407644","13","11","0","13","0"
"38408902","9","3","0","11","0"
"38409023","66","12","0","24","0"
"38409046","6","7","0","9","0"
"38410189","10","6","0","10","0"
"38410389","8","7","0","8","0"
"38410414","8","14","0","13","0"
"38410417","9","4","0","8","0"
"38410827","2","9","0","11","0"
"38411384","10","5","0","10","0"
"38411674","8","7","0","9","0"
"38411713","4","9","0","9","0"
"38411964","8","2","0","13","0"
"38412022","7","14","0","11","0"
"38412104","1","6","0","14","0"
"38412710","8","4","0","9","0"
"38412833","9","5","0","10","0"
"38412886","11","2","0","9","0"
"38413147","9","6","0","10","0"
"38413223","12","3","0","9","0"
"38413672","16","8","0","15","0"
"38413792","3","13","0","6","0"
"38414980","9","9","0","14","0"
"38415133","8","12","0","15","0"
"38415168","4","11","0","11","0"
"38415679","11","6","0","10","0"
"38415714","7","15","0","13","0"
"38416456","9","5","0","9","0"
"38418044","13","0","0","12","0"
"38418212","3","11","0","12","0"
"38418356","2","8","0","11","0"
"38419167","9","4","0","9","0"
"38420092","6","7","0","10","0"
"38420109","6","6","0","12","0"
"38421057","14","4","0","12","0"
"38421187","10","5","0","10","0"
"38421338","9","12","0","22","0"
"38422906","4","15","0","16","0"
"38423121","0","24","0","0","0"
"38423305","9","4","0","7","0"
"38423494","8","9","0","9","0"
"38423504","7","6","0","7","0"
"38423718","6","3","0","16","0"
"38423814","0","5","0","15","0"
"38424018","12","6","0","12","0"
"38424412","8","5","0","8","0"
"38425038","0","10","0","10","0"
"38425096","10","10","0","8","0"
"38425557","10","6","0","10","0"
"38425974","8","4","0","8","0"
"38426263","11","6","0","12","0"
"38426693","8","4","0","8","0"
"38427101","9","7","0","8","0"
"38427196","11","8","0","7","0"
"38427413","10","7","0","11","0"
"38427804","10","5","0","10","0"
"38428267","7","15","0","18","0"
"38428384","11","8","0","11","0"
"38428446","3","12","0","24","0"
"38428712","17","6","0","14","0"
"38429730","14","9","0","13","0"
"38429993","13","3","0","12","0"
"38430545","11","5","0","11","0"
"38431246","7","7","0","7","0"
"38431363","19","11","0","17","0"
"38431631","5","13","0","9","0"
"38431677","6","6","0","23","0"
"38431736","2","10","0","12","0"
"38431991","0","44","0","23","0"
"38433190","10","11","0","16","0"
"38433204","8","7","0","9","0"
"38434679","8","5","0","7","0"
"38434843","23","23","0","23","0"
"38434995","0","10","0","10","0"
"38435258","7","5","0","8","0"
"38435269","9","6","0","8","0"
"38435345","10","4","0","13","0"
"38435421","29","0","0","24","0"
"38435530","7","7","0","10","0"
"38436391","0","13","0","13","0"
"38436639","9","4","0","9","0"
"38436665","12","2","0","16","0"
"38437623","10","8","0","12","0"
"38437934","12","6","0","12","0"
"38438419","12","12","0","12","0"
"38438972","7","7","0","8","0"
"38439206","0","0","0","24","0"
"38439378","6","6","0","12","0"
"38439562","7","7","0","9","0"
"38439598","1","1","0","74","0"
"38439622","22","10","0","9","0"
"38439653","8","8","0","10","0"
"38439795","12","3","0","15","0"
"38439936","2","11","0","10","0"
"38440017","9","11","0","13","0"
"38440233","8","5","0","10","0"
"38440284","8","6","0","8","0"
"38440342","2","8","0","11","0"
"38440377","10","3","0","8","0"
"38440466","9","8","0","9","0"
"38440472","12","2","0","13","0"
"38440899","10","5","0","10","0"
"38440969","8","4","0","8","0"
"38441655","9","6","0","10","0"
"38441727","2","12","0","15","0"
"38441833","12","12","0","11","0"
"38441843","9","3","0","35","0"
"38441886","6","7","0","7","0"
"38443353","6","8","0","8","0"
"38443366","11","7","0","12","0"
"38443456","14","10","0","14","0"
"38444396","8","4","0","10","0"
"38444623","8","5","0","8","0"
"38444870","8","4","0","8","0"
"38445202","3","6","0","13","0"
"38446803","3","10","0","10","0"
"38447689","11","1","0","20","0"
"38447699","5","7","0","10","0"
"38447757","18","12","0","18","0"
"38447773","8","7","0","8","0"
"38447809","2","6","0","12","0"
"38448232","11","6","0","12","0"
"38448857","7","8","0","16","0"
"38449278","15","10","0","18","0"
"38449684","7","6","0","8","0"
"38449751","8","5","0","9","0"
"38449857","0","11","0","11","0"
"38450134","4","11","0","13","0"
"38450331","6","12","0","14","0"
"38450734","8","6","0","9","0"
"38450844","11","3","0","10","0"
"38451372","8","5","0","9","0"
"38451667","10","10","0","11","0"
"38451749","15","7","0","16","0"
"38451751","7","8","0","12","0"
"38451960","4","22","0","23","0"
"38452409","6","6","0","10","0"
"38452561","9","9","0","11","0"
"38453362","6","3","0","11","0"
"38453521","9","13","0","12","0"
"38454263","31","9","0","31","0"
"38455369","0","20","0","20","0"
"38455843","9","4","0","9","0"
"38455939","16","7","0","17","0"
"38456303","8","5","0","10","0"
"38456468","9","10","0","4","0"
"38456815","0","12","0","12","0"
"38456885","8","6","0","12","0"
"38457006","11","11","0","11","0"
"38457542","0","11","0","11","0"
"38457832","8","4","0","8","0"
"38458044","7","2","0","13","0"
"38458152","34","13","0","36","0"
"38458533","7","5","0","27","0"
"38460000","8","5","0","10","0"
"38460087","2","8","0","12","0"
"38460091","5","11","0","13","0"
"38460524","5","7","0","8","0"
"38460817","7","6","0","7","0"
"38460875","10","8","0","10","0"
"38460884","8","5","0","10","0"
"38461629","9","6","0","8","0"
"38461915","0","22","0","14","0"
"38461944","4","10","0","12","0"
"38462336","13","7","0","14","0"
"38462588","2","2","0","52","0"
"38462964","12","16","0","22","0"
"38463413","7","7","0","7","0"
"38463907","19","3","0","13","0"
"38464456","0","46","0","0","0"
"38464520","9","9","0","8","0"
"38464726","4","10","0","6","0"
"38464951","0","5","0","32","0"
"38465037","13","7","0","8","0"
"38465335","7","5","0","9","0"
"38466163","5","7","0","10","0"
"38466479","9","2","0","9","0"
"38466652","2","7","0","20","0"
"38466913","3","0","0","61","0"
"38467013","1","9","0","10","0"
"38467337","7","11","0","10","0"
"38467389","2","22","0","6","0"
"38467640","9","6","0","7","0"
"38468229","10","20","0","34","0"
"38468550","8","5","0","10","0"
"38468730","0","25","0","25","0"
"38469059","8","7","0","8","0"
"38469108","10","6","0","9","0"
"38469199","3","3","0","21","0"
"38469314","1","17","0","13","0"
"38469344","0","41","0","24","0"
"38469581","12","0","0","10","0"
"38469748","11","10","0","11","0"
"38469856","7","7","0","8","0"
"38470076","6","10","0","5","0"
"38470199","8","7","0","8","0"
"38470557","0","23","0","10","0"
"38471108","6","6","0","8","0"
"38471264","0","0","0","32","0"
"38471471","2","15","0","3","0"
"38472104","7","6","0","7","0"
"38472146","6","4","0","11","0"
"38472328","9","5","0","12","0"
"38472427","6","6","0","9","0"
"38472632","28","18","0","26","0"
"38472649","17","2","0","12","0"
"38473372","8","4","0","9","0"
"38473429","13","24","0","19","0"
"38474234","8","6","0","11","0"
"38475391","4","2","0","14","0"
"38476035","11","5","0","12","0"
"38476519","8","6","0","10","0"
"38476706","15","16","0","16","0"
"38476925","15","1","0","5","0"
"38477209","4","9","0","11","0"
"38477734","0","55","0","47","0"
"38477905","0","13","0","11","0"
"38478586","0","21","0","20","0"
"38478718","1","16","0","27","0"
"38478746","7","7","0","9","0"
"38478895","0","10","0","10","0"
"38479038","13","4","0","12","0"
"38479050","3","2","0","17","0"
"38479659","1","14","0","15","0"
"38481350","0","14","0","15","0"
"38481521","4","10","0","11","0"
"38481755","0","0","0","33","0"
"38482946","0","27","0","0","0"
"38483114","7","7","0","7","0"
"38484608","10","4","0","12","0"
"38484800","8","4","0","8","0"
"38485083","10","8","0","10","0"
"38485107","0","114","0","98","0"
"38485139","8","7","0","9","0"
"38485178","6","5","0","9","0"
"38485201","5","14","0","14","0"
"38485679","10","5","0","7","0"
"38486102","9","2","0","9","0"
"38486470","7","7","0","11","0"
"38486710","5","10","0","12","0"
"38486778","7","10","0","17","0"
"38486813","8","5","0","7","0"
"38486893","3","10","0","10","0"
"38487278","3","6","0","13","0"
"38487312","6","8","0","9","0"
"38487314","5","18","0","19","0"
"38487883","0","24","0","24","0"
"38487899","2","11","0","11","0"
"38487939","10","6","0","13","0"
"38488115","0","30","0","26","0"
"38488322","7","6","0","7","0"
"38488442","23","20","0","28","0"
"38488472","10","14","0","27","0"
"38488871","8","7","0","8","0"
"38489035","6","7","0","7","0"
"38489147","4","8","0","10","0"
"38489475","24","13","0","24","0"
"38489889","2","9","0","9","0"
"38490075","8","5","0","9","0"
"38490176","13","5","0","20","0"
"38491420","4","9","0","8","0"
"38492448","8","2","0","10","0"
"38492475","11","6","0","9","0"
"38492579","7","8","0","9","0"
"38492749","9","9","0","9","0"
"38493569","12","13","0","18","0"
"38493753","0","10","0","12","0"
"38493803","1","69","0","69","0"
"38493825","2","4","0","17","0"
"38494491","6","5","0","9","0"
"38494503","9","8","0","7","0"
"38494840","0","23","0","23","0"
"38496351","6","6","0","8","0"
"38496512","15","3","0","19","0"
"38496632","0","9","0","15","0"
"38496662","8","3","0","10","0"
"38496743","19","3","0","17","0"
"38496852","3","2","0","15","0"
"38496868","10","5","0","10","0"
"38497361","16","7","0","11","0"
"38497437","5","23","0","24","0"
"38497933","0","25","0","4","0"
"38497939","7","7","0","7","0"
"38498136","6","9","0","10","0"
"38498168","15","3","0","15","0"
"38498244","13","5","0","13","0"
"38498520","14","9","0","14","0"
"38498566","9","4","0","8","0"
"38498578","11","3","0","8","0"
"38498628","8","5","0","8","0"
"38498797","6","7","0","9","0"
"38498836","10","6","0","11","0"
"38498922","9","8","0","10","0"
"38499049","0","10","0","11","0"
"38499094","8","4","0","8","0"
"38499660","6","6","0","11","0"
"38499852","0","11","0","11","0"
"38500264","10","10","0","10","0"
"38500283","3","16","0","6","0"
"38500386","6","7","0","8","0"
"38500466","7","7","0","9","0"
"38500638","9","12","0","14","0"
"38502148","10","9","0","9","0"
"38502275","0","12","0","11","0"
"38502294","12","7","0","9","0"
"38502393","5","7","0","8","0"
"38502536","22","13","0","23","0"
"38502592","7","7","0","11","0"
"38502813","10","5","0","10","0"
"38503480","9","7","0","9","0"
"38503497","3","17","0","15","0"
"38503695","4","9","0","11","0"
"38503994","0","77","0","70","0"
"38504471","0","9","0","12","0"
"38504790","8","4","0","9","0"
"38505034","6","5","0","11","0"
"38505075","0","9","0","13","0"
"38505103","2","12","0","12","0"
"38506236","7","6","0","7","0"
"38506292","3","4","0","39","0"
"38506347","5","13","0","21","0"
"38506398","6","8","0","23","0"
"38507659","14","6","0","14","0"
"38507835","8","3","0","9","0"
"38508578","3","15","0","31","0"
"38508731","8","14","0","14","0"
"38508752","6","5","0","9","0"
"38509473","8","6","0","6","0"
"38509629","5","7","0","9","0"
"38510448","12","15","0","13","0"
"38510475","0","67","0","5","0"
"38511014","6","7","0","10","0"
"38511067","8","4","0","8","0"
"38511387","7","8","0","11","0"
"38511655","16","14","0","15","0"
"38511944","8","3","0","12","0"
"38512416","8","6","0","10","0"
"38512418","6","8","0","9","0"
"38512604","9","0","0","11","0"
"38513452","12","12","0","13","0"
"38513731","5","8","0","10","0"
"38513956","3","5","0","12","0"
"38514232","6","5","0","10","0"
"38514664","5","7","0","9","0"
"38515766","0","80","0","82","0"
"38516116","5","12","0","10","0"
"38516906","1","70","0","86","0"
"38517139","20","10","0","20","0"
"38517222","0","21","0","10","0"
"38518144","6","4","0","14","0"
"38518153","15","15","0","19","0"
"38518920","10","10","0","11","0"
"38519346","5","8","0","11","0"
"38519588","10","6","0","8","0"
"38519641","8","6","0","8","0"
"38519952","0","18","0","22","0"
"38519993","0","11","0","11","0"
"38520991","10","2","0","11","0"
"38521239","9","9","0","10","0"
"38522061","7","7","0","7","0"
"38522702","8","4","0","8","0"
"38523546","7","10","0","10","0"
"38523716","1","22","0","4","0"
"38523947","10","9","0","14","0"
"38524131","10","17","0","21","0"
"38524316","10","6","0","10","0"
"38524541","8","4","0","9","0"
"38525089","10","5","0","10","0"
"38525298","3","14","0","10","0"
"38527164","10","4","0","10","0"
"38527754","7","9","0","9","0"
"38528333","7","4","0","12","0"
"38528428","3","10","0","10","0"
"38528639","11","3","0","6","0"
"38528766","0","7","0","13","0"
"38530198","3","11","0","13","0"
"38530239","7","9","0","14","0"
"38530360","9","6","0","7","0"
"38530387","4","14","0","5","0"
"38530857","2","12","0","12","0"
"38530861","7","5","0","8","0"
"38531200","8","7","0","6","0"
"38531214","11","5","0","7","0"
"38531553","8","5","0","7","0"
"38531589","9","4","0","9","0"
"38532071","4","8","0","9","0"
"38532436","8","5","0","8","0"
"38532580","7","6","0","8","0"
"38532918","5","7","0","11","0"
"38533198","0","1","0","24","0"
"38533242","5","25","0","9","0"
"38533666","8","7","0","12","0"
"38533710","11","4","0","11","0"
"38534565","10","6","0","9","0"
"38534577","9","10","0","11","0"
"38535079","7","11","0","10","0"
"38535193","0","33","0","21","0"
"38535229","6","9","0","14","0"
"38535252","0","9","0","12","0"
"38535584","6","7","0","9","0"
"38535611","8","4","0","8","0"
"38535712","4","10","0","10","0"
"38535855","3","9","0","10","0"
"38536236","6","5","0","9","0"
"38536369","6","6","0","8","0"
"38536583","7","9","0","9","0"
"38537536","16","3","0","8","0"
"38537759","12","7","0","13","0"
"38537898","20","10","0","20","0"
"38538623","9","3","0","10","0"
"38539018","9","4","0","9","0"
"38539138","3","8","0","9","0"
"38539140","12","7","0","9","0"
"38539423","7","7","0","11","0"
"38539481","7","6","0","8","0"
"38539510","50","24","0","55","0"
"38539589","10","4","0","8","0"
"38539728","9","5","0","8","0"
"38540535","10","10","0","8","0"
"38540704","4","6","0","11","0"
"38541275","8","4","0","8","0"
"38541344","6","11","0","11","0"
"38541510","9","1","0","12","0"
"38541765","7","2","0","13","0"
"38541792","7","8","0","13","0"
"38541955","2","44","0","41","0"
"38542120","1","36","0","4","0"
"38542220","3","8","0","10","0"
"38542536","7","5","0","8","0"
"38542927","8","6","0","8","0"
"38543309","11","4","0","11","0"
"38543783","19","5","0","9","0"
"38544535","10","10","0","11","0"
"38544807","7","7","0","8","0"
"38544980","18","4","0","16","0"
"38545240","0","21","0","2","0"
"38546529","15","5","0","15","0"
"38546549","1","10","0","12","0"
"38546577","8","8","0","8","0"
"38546587","0","21","0","21","0"
"38547499","1","13","0","15","0"
"38547544","6","7","0","7","0"
"38548194","8","7","0","8","0"
"38549453","4","14","0","8","0"
"38549533","9","9","0","11","0"
"38549601","11","1","0","8","0"
"38549822","10","6","0","11","0"
"38549878","8","4","0","16","0"
"38550468","14","6","0","13","0"
"38550536","5","15","0","19","0"
"38550997","7","6","0","7","0"
"38551134","1","26","0","26","0"
"38551355","2","34","0","2","0"
"38552638","3","11","0","10","0"
"38552815","7","6","0","11","0"
"38552868","8","6","0","16","0"
"38553337","0","50","0","18","0"
"38553565","8","4","0","8","0"
"38553964","6","6","0","9","0"
"38554113","4","10","0","11","0"
"38554283","0","44","0","3","0"
"38554433","7","6","0","7","0"
"38554773","6","8","0","14","0"
"38554846","0","10","0","16","0"
"38554890","9","5","0","12","0"
"38555022","7","13","0","23","0"
"38555503","17","10","0","18","0"
"38555728","0","72","0","0","0"
"38555747","9","5","0","7","0"
"38555971","6","7","0","7","0"
"38556039","0","13","0","8","0"
"38556374","11","10","0","12","0"
"38556400","9","10","0","13","0"
"38556495","0","19","0","5","0"
"38556711","28","5","0","26","0"
"38557531","9","6","0","7","0"
"38557536","7","6","0","9","0"
"38558336","0","22","0","0","0"
"38558378","7","5","0","13","0"
"38558521","7","7","0","7","0"
"38558543","9","5","0","9","0"
"38558686","7","7","0","9","0"
"38559146","21","13","0","21","0"
"38559991","7","6","0","7","0"
"38560177","11","4","0","14","0"
"38560527","7","6","0","7","0"
"38560531","13","9","0","14","0"
"38561105","7","5","0","8","0"
"38561190","10","7","0","10","0"
"38562100","7","5","0","9","0"
"38562161","18","18","0","24","0"
"38562235","9","9","0","9","0"
"38562309","6","8","0","7","0"
"38562375","6","9","0","8","0"
"38562419","10","3","0","11","0"
"38563530","6","5","0","11","0"
"38564197","14","4","0","9","0"
"38564217","5","7","0","10","0"
"38564470","9","1","0","11","0"
"38564601","10","4","0","10","0"
"38564706","11","5","0","10","0"
"38564952","0","6","0","16","0"
"38566171","0","0","0","31","0"
"38566576","12","7","0","12","0"
"38566604","5","5","0","10","0"
"38566778","9","20","0","34","0"
"38566792","13","11","0","6","0"
"38566795","12","5","0","11","0"
"38567385","12","6","0","12","0"
"38567518","9","4","0","11","0"
"38567544","6","6","0","9","0"
"38568216","5","10","0","11","0"
"38568220","10","5","0","10","0"
"38568466","7","5","0","11","0"
"38568592","9","3","0","11","0"
"38568862","25","5","0","25","0"
"38569076","7","5","0","9","0"
"38569485","7","6","0","11","0"
"38569877","1","22","0","4","0"
"38570642","12","32","0","25","0"
"38570781","2091","10","0","13","0"
"38570793","8","6","0","8","0"
"38571137","7","6","0","8","0"
"38571684","9","6","0","7","0"
"38571761","0","7","0","18","0"
"38571944","11","3","0","8","0"
"38572042","5","5","0","10","0"
"38572275","0","3","0","20","0"
"38572575","5","8","0","9","0"
"38572744","8","5","0","7","0"
"38573162","18","9","0","14","0"
"38573184","14","10","0","11","0"
"38573204","40","5","0","37","0"
"38574001","8","8","0","8","0"
"38574216","2","13","0","14","0"
"38574423","0","12","0","18","0"
"38575330","12","7","0","11","0"
"38575788","1","26","0","26","0"
"38575960","8","7","0","10","0"
"38575967","6","7","0","7","0"
"38576259","6","5","0","9","0"
"38576774","9","2","0","9","0"
"38576794","6","6","0","11","0"
"38577067","12","1","0","11","0"
"38577072","10","6","0","11","0"
"38577450","14","13","0","14","0"
"38577769","8","17","0","31","0"
"38577835","7","5","0","8","0"
"38578017","8","11","0","12","0"
"38578045","8","7","0","8","0"
"38578255","8","5","0","7","0"
"38578310","7","13","0","29","0"
"38578331","14","14","0","24","0"
"38578793","0","8","0","14","0"
"38578926","11","4","0","12","0"
"38580295","7","7","0","7","0"
"38580373","2","9","0","11","0"
"38580477","11","6","0","9","0"
"38580786","3","31","0","3","0"
"38580915","7","7","0","10","0"
"38581363","0","32","0","35","0"
"38581402","8","4","0","8","0"
"38581404","5","7","0","8","0"
"38581597","6","6","0","10","0"
"38581772","0","5","0","21","0"
"38582188","6","7","0","8","0"
"38582236","7","9","0","10","0"
"38582292","9","2","0","9","0"
"38582381","11","3","0","9","0"
"38582561","2","28","0","30","0"
"38582657","10","5","0","11","0"
"38583051","7","7","0","7","0"
"38583482","7","7","0","6","0"
"38583535","8","5","0","10","0"
"38583732","3","9","0","9","0"
"38583769","7","8","0","8","0"
"38583936","1","38","0","95","0"
"38584148","0","15","0","15","0"
"38584445","5","6","0","9","0"
"38584716","6","7","0","7","0"
"38585222","10","7","0","10","0"
"38587800","9","9","0","17","0"
"38587863","0","20","0","20","0"
"38588074","0","8","0","14","0"
"38588128","6","7","0","7","0"
"38588375","9","6","0","7","0"
"38588992","3","15","0","8","0"
"38589180","10","2","0","8","0"
"38589338","10","6","0","9","0"
"38589348","4","6","0","14","0"
"38589350","8","7","0","9","0"
"38589551","5","8","0","17","0"
"38589600","2","22","0","29","0"
"38589811","6","5","0","11","0"
"38589843","2","3","0","24","0"
"38590002","12","5","0","16","0"
"38590616","12","15","0","11","0"
"38590698","12","13","0","11","0"
"38590711","2","0","0","22","0"
"38590851","15","3","0","13","0"
"38591065","9","3","0","17","0"
"38591485","6","38","0","0","0"
"38591742","4","6","0","14","0"
"38592185","13","3","0","10","0"
"38592406","6","10","0","24","0"
"38592521","5","7","0","9","0"
"38593000","4","6","0","12","0"
"38593466","11","8","0","11","0"
"38593490","15","2","0","6","0"
"38594032","19","2","0","7","0"
"38594186","10","10","0","10","0"
"38594449","8","9","0","11","0"
"38594631","11","7","0","11","0"
"38594837","4","18","0","32","0"
"38594921","2","10","0","10","0"
"38595806","9","6","0","10","0"
"38597035","18","1","0","14","0"
"38597612","0","14","0","14","0"
"38597626","7","6","0","7","0"
"38598208","7","7","0","7","0"
"38598351","19","11","0","19","0"
"38598621","8","4","0","9","0"
"38598696","8","4","0","8","0"
"38599054","7","5","0","8","0"
"38599181","7","5","0","8","0"
"38599733","8","5","0","14","0"
"38600117","2","12","0","20","0"
"38600740","10","6","0","11","0"
"38600788","13","4","0","11","0"
"38600803","6","5","0","9","0"
"38600806","0","20","0","18","0"
"38601179","0","22","0","18","0"
"38601743","11","0","0","14","0"
"38601952","9","6","0","6","0"
"38602378","9","7","0","8","0"
"38602455","2","29","0","14","0"
"38602594","6","6","0","9","0"
"38602760","11","8","0","11","0"
"38602877","7","6","0","7","0"
"38603224","9","5","0","9","0"
"38603536","11","3","0","7","0"
"38603544","8","4","0","8","0"
"38604216","5","9","0","10","0"
"38604592","7","6","0","7","0"
"38605125","6","7","0","8","0"
"38605151","9","5","0","9","0"
"38605161","9","3","0","9","0"
"38605269","8","6","0","10","0"
"38605355","1","15","0","16","0"
"38605357","16","14","0","19","0"
"38605448","21","7","0","16","0"
"38605555","9","8","0","16","0"
"38605800","8","5","0","9","0"
"38605897","5","11","0","12","0"
"38606330","10","3","0","8","0"
"38606450","10","8","0","10","0"
"38606750","15","3","0","24","0"
"38607136","0","14","0","21","0"
"38607342","10","14","0","12","0"
"38608493","3","8","0","16","0"
"38609230","4","9","0","13","0"
"38609308","8","7","0","11","0"
"38609563","7","6","0","9","0"
"38609793","7","7","0","6","0"
"38609806","2","29","0","7","0"
"38610591","2","8","0","14","0"
"38611595","0","1","0","23","0"
"38611659","7","7","0","6","0"
"38611770","0","7","0","13","0"
"38611869","0","0","0","20","0"
"38612010","1","12","0","12","0"
"38612023","10","2","0","9","0"
"38613432","5","8","0","8","0"
"38613639","7","11","0","11","0"
"38614216","7","6","0","12","0"
"38614257","9","4","0","7","0"
"38614521","3","9","0","9","0"
"38614558","7","5","0","10","0"
"38614711","7","5","0","13","0"
"38615171","6","8","0","9","0"
"38615996","8","8","0","8","0"
"38617179","8","4","0","8","0"
"38617754","7","14","0","16","0"
"38619177","12","0","0","12","0"
"38619258","14","10","0","14","0"
"38619548","3","8","0","9","0"
"38619670","0","0","0","20","0"
"38619884","4","8","0","8","0"
"38620003","5","8","0","7","0"
"38620022","26","13","0","26","0"
"38620062","10","5","0","9","0"
"38620153","4","8","0","8","0"
"38620213","10","10","0","13","0"
"38621147","4","8","0","9","0"
"38621461","1","17","0","20","0"
"38621601","0","5","0","15","0"
"38621612","11","6","0","11","0"
"38622050","7","5","0","17","0"
"38622801","7","6","0","8","0"
"38623021","0","16","0","16","0"
"38623102","11","5","0","11","0"
"38623969","25","8","0","24","0"
"38624129","3","8","0","9","0"
"38624591","8","8","0","10","0"
"38625415","4","12","0","12","0"
"38625448","9","4","0","24","0"
"38625655","6","3","0","12","0"
"38626054","4","3","0","16","0"
"38626455","10","7","0","12","0"
"38626506","3","20","0","4","0"
"38626600","9","7","0","12","0"
"38626633","6","11","0","16","0"
"38627641","13","10","0","17","0"
"38628230","9","4","0","9","0"
"38629287","6","6","0","8","0"
"38629950","0","6","0","17","0"
"38630338","13","5","0","11","0"
"38630366","8","10","0","13","0"
"38631149","6","4","0","10","0"
"38631215","5","11","0","13","0"
"38631294","10","7","0","20","0"
"38631307","0","34","0","57","0"
"38631540","5","6","0","12","0"
"38633444","0","12","0","12","0"
"38633732","4","17","0","17","0"
"38633752","1","7","0","15","0"
"38634452","4","6","0","10","0"
"38634552","7","8","0","12","0"
"38634618","6","6","0","8","0"
"38634624","5","8","0","8","0"
"38634694","0","10","0","13","0"
"38634816","6","11","0","24","0"
"38635326","4","8","0","8","0"
"38635532","7","5","0","8","0"
"38635616","8","6","0","11","0"
"38635794","8","4","0","8","0"
"38636610","8","9","0","11","0"
"38636923","9","2","0","10","0"
"38637049","11","10","0","11","0"
"38637163","9","9","0","9","0"
"38637550","3","10","0","11","0"
"38638065","10","24","0","29","0"
"38638613","9","7","0","7","0"
"38638683","9","13","0","18","0"
"38639089","10","10","0","11","0"
"38639638","0","0","0","20","0"
"38640563","9","4","0","9","0"
"38640669","8","7","0","8","0"
"38641078","10","5","0","10","0"
"38641835","2","30","0","19","0"
"38642224","0","0","0","23","0"
"38644554","9","10","0","11","0"
"38644580","9","8","0","10","0"
"38644663","0","0","0","26","0"
"38644690","10","2","0","9","0"
"38644761","6","4","0","15","0"
"38645053","15","11","0","25","0"
"38645136","10","6","0","10","0"
"38645719","8","4","0","8","0"
"38646097","2","12","0","9","0"
"38646160","4","7","0","11","0"
"38646540","0","108","0","108","0"
"38646583","9","9","0","9","0"
"38647009","20","9","0","20","0"
"38647062","66","64","0","61","0"
"38647962","12","2","0","15","0"
"38649020","9","5","0","10","0"
"38649211","5","11","0","4","0"
"38649246","6","9","0","7","0"
"38650651","8","4","0","8","0"
"38650871","19","9","0","21","0"
"38651034","4","44","0","24","0"
"38652454","8","10","0","16","0"
"38653008","8","4","0","8","0"
"38654254","10","4","0","9","0"
"38654855","4","6","0","13","0"
"38655083","14","7","0","14","0"
"38655905","9","4","0","8","0"
"38655975","10","7","0","14","0"
"38656382","14","2","0","15","0"
"38656451","7","6","0","11","0"
"38656709","11","0","0","12","0"
"38656945","10","6","0","6","0"
"38657701","14","8","0","17","0"
"38658205","11","13","0","17","0"
"38658513","7","8","0","9","0"
"38659444","10","4","0","8","0"
"38659519","5","5","0","11","0"
"38659796","10","5","0","8","0"
"38661193","15","12","0","25","0"
"38661291","7","7","0","8","0"
"38661414","9","7","0","7","0"
"38661557","10","6","0","7","0"
"38661609","9","4","0","10","0"
"38661869","2","1","0","24","0"
"38661908","7","8","0","8","0"
"38662515","13","8","0","10","0"
"38662627","0","10","0","11","0"
"38662776","7","6","0","7","0"
"38662921","39","0","0","14","0"
"38663209","0","31","0","4","0"
"38663633","8","5","0","8","0"
"38664430","8","12","0","12","0"
"38664435","5","11","0","14","0"
"38664473","0","5","0","16","0"
"38664598","9","6","0","10","0"
"38664783","0","17","0","15","0"
"38665071","9","6","0","9","0"
"38665157","12","13","0","12","0"
"38665248","6","1","0","13","0"
"38665528","0","8","0","14","0"
"38665632","7","6","0","7","0"
"38666179","8","4","0","8","0"
"38666449","24","8","0","24","0"
"38666764","14","115","0","123","0"
"38667579","11","10","0","11","0"
"38668803","9","5","0","10","0"
"38669372","9","9","0","9","0"
"38669665","9","9","0","9","0"
"38669720","5","8","0","8","0"
"38670020","11","3","0","6","0"
"38670213","0","16","0","15","0"
