"id(n)","size((n)-[:`person/investor`]-())","size((n)-[:`person/legal`]-())","size((n)-[:`company/investor`]-())","size((n)-[:`company/staff`]-())","size((n)-[:`company/legal`]-())"
"5427045","9","5","0","10","0"
"5427205","16","8","0","16","0"
"5427311","2","6","0","12","0"
"5427446","10","0","0","10","0"
"5427864","9","7","0","11","0"
"5427999","7","4","0","9","0"
"5428055","3","7","0","10","0"
"5428196","2","1","0","23","0"
"5428729","33","8","0","33","0"
"5429161","9","6","0","9","0"
"5430438","12","10","0","19","0"
"5430492","11","5","0","12","0"
"5430650","9","5","0","14","0"
"5431086","4","8","0","15","0"
"5431242","8","8","0","9","0"
"5431841","0","11","0","11","0"
"5432353","23","14","0","17","0"
"5433237","7","2","0","11","0"
"5433460","10","18","0","28","0"
"5433595","1","16","0","13","0"
"5433980","6","8","0","11","0"
"5434177","7","3","0","11","0"
"5434211","10","5","0","12","0"
"5435021","8","5","0","10","0"
"5435032","1","16","0","7","0"
"5435177","7","5","0","9","0"
"5435258","14","5","0","7","0"
"5435393","9","6","0","7","0"
"5435429","6","6","0","8","0"
"5435473","12","8","0","11","0"
"5435605","6","5","0","10","0"
"5435754","8","4","0","10","0"
"5435812","5","8","0","9","0"
"5435847","13","5","0","13","0"
"5435855","8","5","0","8","0"
"5436214","17","5","0","13","0"
"5436658","7","7","0","9","0"
"5437034","3","9","0","21","0"
"5437591","10","9","0","10","0"
"5437806","7","6","0","8","0"
"5438914","28","18","0","30","0"
"5438974","0","16","0","4","0"
"5439000","6","7","0","7","0"
"5439270","10","7","0","11","0"
"5439313","0","12","0","17","0"
"5439802","6","6","0","10","0"
"5440003","0","19","0","5","0"
"5440373","8","4","0","9","0"
"5441162","8","4","0","8","0"
"5441283","8","6","0","10","0"
"5441956","10","4","0","18","0"
"5442963","6","7","0","22","0"
"5443214","9","10","0","13","0"
"5443747","6","5","0","9","0"
"5443881","14","10","0","11","0"
"5444048","30","10","0","26","0"
"5444206","4","7","0","9","0"
"5444550","7","5","0","8","0"
"5444567","9","10","0","9","0"
"5444568","8","5","0","8","0"
"5445782","8","3","0","10","0"
"5446074","9","3","0","9","0"
"5446114","12","6","0","12","0"
"5446891","3","11","0","14","0"
"5446907","2","10","0","10","0"
"5446930","11","4","0","8","0"
"5447380","3","17","0","6","0"
"5447728","13","6","0","17","0"
"5448008","2","12","0","20","0"
"5448021","0","4","0","18","0"
"5448342","10","3","0","11","0"
"5448445","4","4","0","13","0"
"5448515","0","45","0","0","0"
"5448928","6","7","0","8","0"
"5448968","9","6","0","8","0"
"5449089","7","12","0","15","0"
"5449197","8","6","0","10","0"
"5450155","16","16","0","13","0"
"5450495","8","5","0","13","0"
"5450744","6","9","0","11","0"
"5451499","6","6","0","12","0"
"5452218","15","8","0","16","0"
"5452460","8","6","0","8","0"
"5452683","7","10","0","7","0"
"5452837","7","6","0","8","0"
"5453017","0","19","0","19","0"
"5453910","10","6","0","11","0"
"5453962","17","16","0","24","0"
"5454461","8","4","0","8","0"
"5454585","0","7","0","14","0"
"5455226","7","6","0","17","0"
"5455321","5","7","0","8","0"
"5455501","12","21","0","20","0"
"5455562","4","12","0","14","0"
"5455814","13","6","0","10","0"
"5456185","12","83","0","16","0"
"5456578","9","3","0","9","0"
"5456747","9","3","0","12","0"
"5457295","13","2","0","10","0"
"5457431","8","5","0","8","0"
"5457572","4","7","0","11","0"
"5457969","8","0","0","13","0"
"5458447","0","25","0","0","0"
"5459769","9","6","0","8","0"
"5460557","8","4","0","8","0"
"5461470","8","8","0","15","0"
"5462150","6","6","0","8","0"
"5462170","6","9","0","13","0"
"5462385","8","6","0","8","0"
"5462592","10","5","0","7","0"
"5463311","0","10","0","11","0"
"5463461","9","6","0","9","0"
"5463723","2","10","0","10","0"
"5463888","5","6","0","9","0"
"5464446","4","6","0","11","0"
"5464708","0","9","0","16","0"
"5464905","8","4","0","9","0"
"5465468","7","5","0","8","0"
"5465809","17","25","0","30","0"
"5465866","6","7","0","9","0"
"5465957","8","6","0","6","0"
"5466433","0","12","0","19","0"
"5467293","10","20","0","20","0"
"5467419","10","4","0","7","0"
"5468331","9","5","0","8","0"
"5468657","16","4","0","14","0"
"5468903","10","8","0","12","0"
"5468916","5","5","0","19","0"
"5469170","7","4","0","19","0"
"5469357","23","9","0","23","0"
"5470550","8","4","0","8","0"
"5470676","7","7","0","7","0"
"5470904","18","9","0","18","0"
"5470906","12","5","0","8","0"
"5471816","10","4","0","6","0"
"5472107","5","6","0","9","0"
"5472509","10","3","0","8","0"
"5472687","9","5","0","7","0"
"5473116","9","1","0","16","0"
"5473207","9","7","0","10","0"
"5473443","0","9","0","11","0"
"5473708","9","5","0","9","0"
"5473885","8","4","0","8","0"
"5474446","7","4","0","12","0"
"5474770","17","9","0","16","0"
"5474827","5","8","0","12","0"
"5475482","9","4","0","10","0"
"5475563","8","4","0","8","0"
"5475617","13","7","0","12","0"
"5476274","14","10","0","14","0"
"5477724","16","7","0","15","0"
"5478246","8","3","0","11","0"
"5478303","8","6","0","10","0"
"5478402","7","10","0","12","0"
"5478567","7","4","0","10","0"
"5478594","2","51","0","53","0"
"5479890","6","10","0","10","0"
"5479894","14","8","0","18","0"
"5480735","6","4","0","11","0"
"5481012","9","8","0","10","0"
"5481474","8","6","0","8","0"
"5482671","11","5","0","4","0"
"5483325","0","11","0","17","0"
"5483479","6","7","0","12","0"
"5484564","0","11","0","11","0"
"5484813","11","7","0","10","0"
"5484832","0","10","0","14","0"
"5484889","8","4","0","8","0"
"5485281","16","16","0","18","0"
"5486365","11","2","0","10","0"
"5486707","11","6","0","9","0"
"5487245","11","4","0","8","0"
"5487639","8","7","0","8","0"
"5487757","10","2","0","11","0"
"5487813","13","6","0","9","0"
"5489219","11","3","0","7","0"
"5489802","9","6","0","7","0"
"5490000","0","35","0","53","0"
"5490636","9","8","0","10","0"
"5490712","0","11","0","10","0"
"5490864","0","127","0","150","0"
"5490942","6","5","0","9","0"
"5490983","10","6","0","12","0"
"5491653","9","6","0","8","0"
"5491703","7","6","0","8","0"
"5492770","8","6","0","8","0"
"5492980","1","1","0","20","0"
"5493409","11","2","0","15","0"
"5493420","14","4","0","19","0"
"5493457","8","15","0","18","0"
"5493624","5","3","0","13","0"
"5493684","11","7","0","11","0"
"5494416","8","5","0","8","0"
"5495042","4","12","0","17","0"
"5495586","2","18","0","10","0"
"5495613","9","6","0","8","0"
"5495627","9","11","0","12","0"
"5497079","1","8","0","14","0"
"5497315","7","30","0","9","0"
"5498589","20","20","0","0","0"
"5499376","15","8","0","13","0"
"5499396","0","15","0","15","0"
"5499830","1","10","0","16","0"
"5500612","12","6","0","12","0"
"5500785","12","6","0","12","0"
"5500910","8","4","0","8","0"
"5501773","22","5","0","13","0"
"5501925","6","6","0","9","0"
"5502168","18","11","0","18","0"
"5503367","3","9","0","8","0"
"5504357","4","7","0","11","0"
"5504962","10","4","0","9","0"
"5505086","4","9","0","9","0"
"5505305","2","10","0","17","0"
"5505435","8","4","0","8","0"
"5506057","4","6","0","10","0"
"5506099","6","16","0","18","0"
"5506177","0","12","0","15","0"
"5506423","5","7","0","10","0"
"5506531","6","7","0","10","0"
"5506715","8","6","0","7","0"
"5507562","4","8","0","12","0"
"5507599","11","6","0","12","0"
"5507664","13","4","0","4","0"
"5507675","3","23","0","12","0"
"5507847","9","4","0","10","0"
"5508643","14","0","0","13","0"
"5509037","0","15","0","19","0"
"5511296","10","10","0","12","0"
"5511334","19","12","0","21","0"
"5511517","7","8","0","11","0"
"5511584","6","34","0","33","0"
"5511726","9","5","0","8","0"
"5512128","5","9","0","9","0"
"5512321","18","11","0","18","0"
"5512523","0","13","0","13","0"
"5512716","7","9","0","9","0"
"5512736","12","24","0","33","0"
"5513067","4","3","0","13","0"
"5513081","6","5","0","10","0"
"5513140","7","10","0","31","0"
"5513264","1","2","0","19","0"
"5513703","4","10","0","13","0"
"5514182","12","12","0","12","0"
"5514719","10","9","0","9","0"
"5514786","9","7","0","12","0"
"5515160","7","6","0","9","0"
"5515329","26","4","0","15","0"
"5515507","8","1","0","25","0"
"5515643","15","2","0","6","0"
"5516132","5","8","0","7","0"
"5516149","7","4","0","9","0"
"5516540","20","10","0","20","0"
"5517214","28","0","0","28","0"
"5517364","0","21","0","0","0"
"5517526","10","2","0","8","0"
"5517911","0","0","0","29","0"
"5517962","23","5","0","23","0"
"5519014","5","8","0","9","0"
"5519062","9","6","0","7","0"
"5519641","7","8","0","8","0"
"5519802","14","5","0","10","0"
"5520110","5","7","0","8","0"
"5520398","8","7","0","16","0"
"5520885","10","5","0","10","0"
"5521276","7","7","0","8","0"
"5522392","20","5","0","16","0"
"5522458","9","8","0","10","0"
"5522550","2","9","0","11","0"
"5522551","10","5","0","10","0"
"5523595","0","12","0","12","0"
"5523732","4","7","0","9","0"
"5524685","16","8","0","17","0"
"5525424","7","6","0","8","0"
"5525733","14","7","0","14","0"
"5526742","10","0","0","10","0"
"5528285","11","2","0","16","0"
"5528840","5","9","0","10","0"
"5530035","9","5","0","9","0"
"5530447","10","7","0","8","0"
"5530747","8","4","0","8","0"
"5531304","4","7","0","9","0"
"5531756","0","12","0","12","0"
"5533175","9","9","0","14","0"
"5533590","5","16","0","17","0"
"5534303","11","6","0","11","0"
"5534315","7","9","0","12","0"
"5534710","27","1","0","17","0"
"5534746","10","6","0","10","0"
"5535169","10","4","0","10","0"
"5535639","6","10","0","16","0"
"5535811","9","4","0","8","0"
"5536017","8","5","0","8","0"
"5537000","1","18","0","11","0"
"5537830","15","9","0","12","0"
"5537837","7","5","0","9","0"
"5538654","10","0","0","10","0"
"5538997","9","6","0","6","0"
"5538998","13","11","0","12","0"
"5539120","11","9","0","14","0"
"5539639","8","6","0","9","0"
"5541392","0","33","0","0","0"
"5543134","0","0","0","30","0"
"5543223","6","6","0","8","0"
"5543232","1","17","0","18","0"
"5543853","27","27","0","27","0"
"5544096","7","7","0","7","0"
"5544105","7","9","0","7","0"
"5544221","11","5","0","8","0"
"5544570","14","8","0","11","0"
"5545262","9","6","0","9","0"
"5545520","9","5","0","10","0"
"5545847","10","8","0","11","0"
"5546027","12","5","0","11","0"
"5546260","6","6","0","11","0"
"5546424","10","5","0","10","0"
"5547524","0","10","0","10","0"
"5547702","7","6","0","9","0"
"5547862","6","10","0","17","0"
"5548597","6","4","0","12","0"
"5548676","1","15","0","17","0"
"5548961","14","0","0","14","0"
"5549285","6","8","0","7","0"
"5549353","8","5","0","9","0"
"5549575","8","4","0","8","0"
"5550201","8","9","0","9","0"
"5550331","37","5","0","11","0"
"5550773","1","158","0","10","0"
"5550785","14","12","0","16","0"
"5551092","10","5","0","10","0"
"5551213","8","4","0","9","0"
"5551600","8","5","0","7","0"
"5551944","7","11","0","13","0"
"5552262","14","13","0","15","0"
"5553172","10","6","0","10","0"
"5553271","7","7","0","7","0"
"5553957","9","6","0","10","0"
"5554442","5","10","0","8","0"
"5557419","4","6","0","10","0"
"5557508","10","2","0","10","0"
"5558498","5","8","0","8","0"
"5559202","8","4","0","8","0"
"5559586","3","44","0","100","0"
"5560084","0","17","0","13","0"
"5560263","8","10","0","13","0"
"5560321","10","5","0","10","0"
"5560511","1","20","0","20","0"
"5560904","7","8","0","14","0"
"5561267","9","5","0","7","0"
"5561370","2","15","0","17","0"
"5561381","9","6","0","12","0"
"5561536","1","24","0","17","0"
"5561747","14","4","0","12","0"
"5562879","15","1","0","11","0"
"5563184","7","10","0","14","0"
"5563914","3","8","0","19","0"
"5564493","8","4","0","9","0"
"5565196","0","12","0","23","0"
"5565311","6","4","0","10","0"
"5565507","7","8","0","8","0"
"5566142","3","11","0","14","0"
"5567093","12","9","0","12","0"
"5567414","3","9","0","10","0"
"5567502","7","4","0","9","0"
"5568273","11","10","0","14","0"
"5569041","6","10","0","9","0"
"5569226","11","8","0","12","0"
"5569282","5","3","0","16","0"
"5569691","14","13","0","15","0"
"5570149","6","7","0","8","0"
"5570434","9","3","0","15","0"
"5570729","6","6","0","9","0"
"5570871","8","5","0","7","0"
"5571056","7","11","0","9","0"
"5571091","8","5","0","8","0"
"5571881","6","10","0","9","0"
"5572902","9","5","0","8","0"
"5573282","6","6","0","8","0"
"5573388","7","4","0","9","0"
"5573670","7","11","0","17","0"
"5574021","10","3","0","9","0"
"5574174","5","9","0","41","0"
"5574453","10","8","0","12","0"
"5574839","8","4","0","8","0"
"5575182","9","7","0","9","0"
"5575183","10","5","0","10","0"
"5575499","0","17","0","8","0"
"5575634","10","4","0","12","0"
"5575864","9","4","0","7","0"
"5576493","12","6","0","9","0"
"5576530","11","10","0","11","0"
"5576720","17","22","0","24","0"
"5576778","7","5","0","9","0"
"5577134","16","16","0","16","0"
"5577194","8","11","0","13","0"
"5577263","1","10","0","14","0"
"5577670","6","8","0","9","0"
"5577779","15","2","0","6","0"
"5578089","0","29","0","0","0"
"5578217","111","20","0","48","0"
"5578220","10","5","0","7","0"
"5578393","8","7","0","8","0"
"5578501","6","7","0","9","0"
"5578604","8","4","0","8","0"
"5578860","8","7","0","8","0"
"5578931","8","5","0","8","0"
"5579141","8","14","0","18","0"
"5579205","15","8","0","8","0"
"5579443","11","7","0","11","0"
"5579942","2","7","0","18","0"
"5580260","16","7","0","12","0"
"5580665","5","6","0","9","0"
"5580772","9","1","0","11","0"
"5581115","11","9","0","10","0"
"5581116","11","1","0","9","0"
"5581183","3","11","0","10","0"
"5581203","8","4","0","9","0"
"5581750","9","6","0","15","0"
"5581884","4","9","0","21","0"
"5581887","1","4","0","15","0"
"5581963","0","5","0","15","0"
"5582037","5","7","0","9","0"
"5582163","9","5","0","7","0"
"5582205","11","10","0","11","0"
"5582931","0","24","0","0","0"
"5583029","10","8","0","11","0"
"5583119","7","7","0","6","0"
"5583151","17","8","0","17","0"
"5583916","7","7","0","12","0"
"5584055","5","7","0","8","0"
"5584058","0","10","0","12","0"
"5585208","15","6","0","14","0"
"5585240","5","7","0","8","0"
"5585292","14","13","0","14","0"
"5586361","0","29","0","0","0"
"5586678","10","4","0","11","0"
"5586832","11","3","0","6","0"
"5586889","10","3","0","11","0"
"5587267","3","9","0","10","0"
"5588361","17","16","0","20","0"
"5588571","5","10","0","8","0"
"5588677","6","5","0","10","0"
"5589209","3","3","0","16","0"
"5589229","8","4","0","9","0"
"5589357","9","4","0","8","0"
"5589444","7","4","0","16","0"
"5589670","0","88","0","88","0"
"5590206","1","11","0","13","0"
"5590266","11","4","0","5","0"
"5590550","0","25","0","6","0"
"5590676","8","8","0","9","0"
"5590754","4","6","0","12","0"
"5591075","0","17","0","16","0"
"5591173","8","4","0","8","0"
"5591379","11","18","0","19","0"
"5591652","4","7","0","10","0"
"5591935","18","10","0","18","0"
"5592058","10","5","0","10","0"
"5592169","5","10","0","10","0"
"5592361","30","8","0","28","0"
"5592573","26","14","0","13","0"
"5592801","19","10","0","19","0"
"5593025","7","6","0","7","0"
"5593288","16","1","0","23","0"
"5593735","51","1","0","51","0"
"5593896","8","4","0","9","0"
"5594084","21","14","0","28","0"
"5594433","0","18","0","18","0"
"5594802","24","4","0","8","0"
"5595560","9","3","0","8","0"
"5595759","5","17","0","18","0"
"5596020","6","6","0","11","0"
"5596074","6","6","0","8","0"
"5596454","12","9","0","10","0"
"5597715","7","11","0","12","0"
"5597755","7","7","0","10","0"
"5597852","1","1","0","21","0"
"5598037","8","6","0","27","0"
"5598209","5","9","0","16","0"
"5598237","5","6","0","9","0"
"5598410","10","13","0","17","0"
"5598415","6","5","0","9","0"
"5598477","7","7","0","7","0"
"5599663","7","5","0","10","0"
"5599816","9","4","0","18","0"
"5600352","20","4","0","7","0"
"5600435","7","6","0","10","0"
"5600943","13","13","0","16","0"
"5601209","13","7","0","13","0"
"5601609","1","1","0","22","0"
"5601814","9","9","0","11","0"
"5601888","9","6","0","8","0"
"5602415","8","5","0","7","0"
"5602448","9","3","0","10","0"
"5603100","10","7","0","8","0"
"5603433","10","5","0","10","0"
"5603594","21","8","0","22","0"
"5604292","17","9","0","16","0"
"5604395","10","5","0","10","0"
"5605510","1","8","0","13","0"
"5606032","8","6","0","7","0"
"5606086","10","0","0","12","0"
"5606275","12","7","0","14","0"
"5606844","2","12","0","8","0"
"5606858","6","9","0","18","0"
"5607145","6","12","0","13","0"
"5607244","7","7","0","12","0"
"5607297","15","7","0","14","0"
"5607797","4","34","0","28","0"
"5607868","8","6","0","7","0"
"5608067","6","6","0","9","0"
"5608223","22","9","0","22","0"
"5608376","6","7","0","7","0"
"5608643","7","4","0","15","0"
"5609046","6","2","0","17","0"
"5609210","8","5","0","9","0"
"5609403","7","4","0","11","0"
"5609965","0","22","0","22","0"
"5610112","13","2","0","10","0"
"5610314","8","5","0","7","0"
"5610409","0","11","0","13","0"
"5610589","2","2","0","19","0"
"5610878","8","5","0","8","0"
"5610922","7","4","0","9","0"
"5611232","13","7","0","10","0"
"5611611","10","5","0","10","0"
"5611934","1","65","0","30","0"
"5611942","14","5","0","14","0"
"5612105","12","3","0","9","0"
"5612359","10","0","0","10","0"
"5612429","9","14","0","20","0"
"5613024","10","5","0","7","0"
"5613257","11","2","0","11","0"
"5613867","1","20","0","1","0"
"5614012","5","14","0","12","0"
"5614463","14","15","0","24","0"
"5616042","6","9","0","12","0"
"5616139","11","7","0","10","0"
"5616578","11","3","0","8","0"
"5616745","19","1","0","10","0"
"5616792","0","7","0","15","0"
"5616955","8","3","0","10","0"
"5617179","11","9","0","12","0"
"5617682","2","9","0","11","0"
"5618122","3","8","0","9","0"
"5618607","10","5","0","11","0"
"5618697","12","6","0","13","0"
"5618870","6","1","0","24","0"
"5619348","1","21","0","0","0"
"5619359","1","10","0","14","0"
"5619378","0","0","0","22","0"
"5619379","7","6","0","8","0"
"5620068","0","12","0","13","0"
"5620554","6","4","0","18","0"
"5621341","9","3","0","9","0"
"5622065","13","8","0","12","0"
"5622195","5","18","0","40","0"
"5622661","1","1","0","62","0"
"5622795","4","7","0","9","0"
"5623116","7","4","0","11","0"
"5623237","11","11","0","11","0"
"5624461","24","12","0","25","0"
"5624832","8","5","0","8","0"
"5625430","10","5","0","10","0"
"5625837","8","9","0","10","0"
"5625845","0","13","0","32","0"
"5626167","1","8","0","14","0"
"5626610","8","4","0","9","0"
"5626686","0","27","0","41","0"
"5626857","7","4","0","9","0"
"5627321","11","3","0","8","0"
"5627672","9","9","0","14","0"
"5627673","6","8","0","8","0"
"5627865","17","5","0","21","0"
"5628349","7","6","0","8","0"
"5629888","3","6","0","12","0"
"5630075","8","6","0","10","0"
"5630207","1","6","0","18","0"
"5631563","10","6","0","10","0"
"5632600","6","8","0","8","0"
"5633313","0","22","0","27","0"
"5633366","9","9","0","15","0"
"5633722","10","5","0","10","0"
"5633793","0","14","0","14","0"
"5634195","8","7","0","12","0"
"5634338","16","51","0","59","0"
"5634347","13","6","0","13","0"
"5634586","10","10","0","16","0"
"5635020","0","24","0","0","0"
"5635514","9","5","0","9","0"
"5636288","0","10","0","10","0"
"5636467","0","16","0","16","0"
"5636543","9","2","0","9","0"
"5636568","0","46","0","43","0"
"5636590","9","3","0","10","0"
"5636636","11","9","0","10","0"
"5636671","0","56","0","42","0"
"5636864","6","5","0","9","0"
"5637013","11","10","0","12","0"
"5637082","4","10","0","8","0"
"5637151","8","8","0","6","0"
"5638093","5","8","0","17","0"
"5638656","9","13","0","8","0"
"5639215","7","12","0","13","0"
"5639448","10","6","0","10","0"
"5640491","6","21","0","17","0"
"5640507","5","7","0","11","0"
"5640548","0","18","0","25","0"
"5641654","0","17","0","18","0"
"5641710","4","8","0","9","0"
"5641995","4","9","0","10","0"
"5642456","7","7","0","8","0"
"5642474","8","9","0","10","0"
"5642524","8","7","0","9","0"
"5643002","11","7","0","10","0"
"5643788","8","4","0","8","0"
"5644070","0","17","0","16","0"
"5644215","10","5","0","10","0"
"5644349","8","5","0","7","0"
"5644601","10","1","0","13","0"
"5644712","11","4","0","8","0"
"5645077","5","8","0","11","0"
"5646050","8","4","0","8","0"
"5646309","5","42","0","37","0"
"5646412","8","5","0","10","0"
"5646588","7","4","0","12","0"
"5646655","6","8","0","7","0"
"5646805","9","5","0","9","0"
"5647205","8","4","0","8","0"
"5647328","9","8","0","11","0"
"5647427","0","49","0","10","0"
"5647821","0","7","0","17","0"
"5648728","0","6","0","22","0"
"5648945","10","7","0","7","0"
"5649001","6","7","0","11","0"
"5649171","9","6","0","8","0"
"5649767","2","10","0","15","0"
"5650928","5","10","0","10","0"
"5651135","2","7","0","11","0"
"5651379","8","3","0","11","0"
"5651404","1","5","0","20","0"
"5654066","0","10","0","10","0"
"5654171","8","6","0","11","0"
"5654175","5","11","0","4","0"
"5654960","0","28","0","0","0"
"5655823","4","13","0","26","0"
"5655894","8","5","0","11","0"
"5656507","21","8","0","22","0"
"5656587","7","4","0","12","0"
"5656866","12","4","0","9","0"
"5656868","14","15","0","14","0"
"5656994","11","2","0","9","0"
"5657073","4","6","0","19","0"
"5657145","8","7","0","7","0"
"5657326","1","9","0","10","0"
"5657365","8","7","0","8","0"
"5658441","8","4","0","8","0"
"5658742","8","4","0","8","0"
"5658845","5","6","0","9","0"
"5658909","8","7","0","9","0"
"5658914","6","7","0","8","0"
"5660598","0","20","0","15","0"
"5660698","8","3","0","10","0"
"5660837","11","3","0","12","0"
"5660941","5","10","0","9","0"
"5661030","0","22","0","30","0"
"5661147","9","3","0","8","0"
"5661213","7","6","0","8","0"
"5661344","1","2","0","17","0"
"5661393","1","13","0","15","0"
"5661879","9","9","0","8","0"
"5662560","9","5","0","6","0"
"5663435","0","1","0","62","0"
"5664424","0","17","0","4","0"
"5664737","11","4","0","8","0"
"5664783","7","11","0","13","0"
"5665259","11","5","0","11","0"
"5665362","7","7","0","7","0"
"5665376","8","5","0","11","0"
"5665479","0","25","0","12","0"
"5665590","1","11","0","11","0"
"5665859","8","4","0","8","0"
"5665905","5","9","0","10","0"
"5666767","21","13","0","20","0"
"5666802","8","6","0","11","0"
"5666879","10","5","0","8","0"
"5666890","10","5","0","10","0"
"5668509","0","2","0","24","0"
"5668919","0","12","0","12","0"
"5669906","10","6","0","10","0"
"5670070","11","0","0","11","0"
"5670348","10","5","0","9","0"
"5670456","10","5","0","10","0"
"5671346","13","2","0","6","0"
"5671466","10","1","0","13","0"
"5671496","9","10","0","18","0"
"5671608","8","5","0","8","0"
"5671850","9","2","0","9","0"
"5672801","3","10","0","10","0"
"5673959","8","4","0","8","0"
"5674096","12","7","0","12","0"
"5674459","16","11","0","16","0"
"5674741","9","5","0","10","0"
"5674872","5","7","0","9","0"
"5675161","4","34","0","34","0"
"5675164","6","7","0","7","0"
"5676203","10","5","0","10","0"
"5677079","8","5","0","9","0"
"5677922","14","1","0","9","0"
"5677954","7","6","0","7","0"
"5678027","10","15","0","11","0"
"5678169","7","4","0","11","0"
"5678637","9","5","0","9","0"
"5678729","13","16","0","22","0"
"5678947","15","5","0","11","0"
"5678959","12","4","0","12","0"
"5679607","9","6","0","7","0"
"5679615","7","7","0","9","0"
"5679806","1","21","0","0","0"
"5679977","15","8","0","15","0"
"5681111","6","7","0","7","0"
"5681696","9","3","0","10","0"
"5682183","9","10","0","10","0"
"5682886","9","7","0","9","0"
"5683145","14","6","0","19","0"
"5683300","0","23","0","0","0"
"5683446","1","8","0","21","0"
"5683458","2","1","0","30","0"
"5685400","11","3","0","11","0"
"5685563","7","7","0","7","0"
"5685735","4","13","0","19","0"
"5685747","6","13","0","6","0"
"5687489","0","16","0","7","0"
"5688115","10","5","0","11","0"
"5689508","6","19","0","10","0"
"5689583","13","8","0","13","0"
"5689847","2","14","0","13","0"
"5689990","6","6","0","9","0"
"5690004","11","35","0","45","0"
"5690577","8","7","0","11","0"
"5690598","6","12","0","4","0"
"5691592","1","8","0","11","0"
"5691727","1","13","0","6","0"
"5692046","15","2","0","10","0"
"5692112","8","7","0","11","0"
"5692486","10","6","0","9","0"
"5692984","1","9","0","14","0"
"5693937","6","6","0","9","0"
"5693963","10","9","0","16","0"
"5693977","6","14","0","13","0"
"5694345","6","8","0","10","0"
"5694665","12","5","0","9","0"
"5695011","9","5","0","9","0"
"5695897","7","5","0","8","0"
"5696062","6","8","0","10","0"
"5696082","4","14","0","12","0"
"5696199","0","15","0","15","0"
"5696826","7","7","0","7","0"
"5696829","9","6","0","8","0"
"5696841","10","5","0","8","0"
"5696888","7","7","0","7","0"
"5697396","14","4","0","8","0"
"5697418","14","0","0","14","0"
"5697693","8","4","0","8","0"
"5697807","12","5","0","12","0"
"5698281","14","7","0","15","0"
"5698387","7","5","0","11","0"
"5698532","8","5","0","7","0"
"5698603","10","4","0","6","0"
"5698896","11","7","0","9","0"
"5699639","0","36","0","14","0"
"5699723","9","6","0","9","0"
"5700094","10","4","0","9","0"
"5700239","8","4","0","8","0"
"5700395","5","5","0","10","0"
"5700554","7","10","0","11","0"
"5700635","7","9","0","9","0"
"5700830","1","11","0","15","0"
"5701114","0","30","0","1","0"
"5701149","10","5","0","10","0"
"5701548","16","10","0","10","0"
"5701611","0","18","0","18","0"
"5701735","3","9","0","9","0"
"5702035","9","6","0","10","0"
"5702230","9","5","0","10","0"
"5702239","4","3","0","13","0"
"5702249","8","7","0","6","0"
"5702280","0","32","0","16","0"
"5702810","4","22","0","8","0"
"5703224","0","35","0","0","0"
"5703735","16","0","0","21","0"
"5703852","0","29","0","19","0"
"5704081","11","6","0","8","0"
"5704371","7","5","0","8","0"
"5704445","37","37","0","59","0"
"5705148","10","5","0","10","0"
"5705318","8","3","0","11","0"
"5705540","5","10","0","8","0"
"5705614","13","11","0","12","0"
"5705619","10","6","0","8","0"
"5705772","8","1","0","11","0"
"5706438","8","3","0","10","0"
"5706509","11","2","0","11","0"
"5706782","7","8","0","9","0"
"5707824","7","4","0","10","0"
"5707972","8","9","0","18","0"
"5708053","13","5","0","5","0"
"5708070","8","4","0","9","0"
"5708595","0","902","0","902","0"
"5709547","0","8","0","13","0"
"5709942","4","8","0","8","0"
"5710419","8","9","0","13","0"
"5710636","6","8","0","7","0"
"5711069","8","6","0","10","0"
"5712894","7","28","0","28","0"
"5713592","7","6","0","7","0"
"5713705","0","10","0","10","0"
"5714640","11","6","0","12","0"
"5714764","20","10","0","20","0"
"5715170","8","6","0","7","0"
"5715194","1","7","0","13","0"
"5715616","7","6","0","7","0"
"5715750","1","20","0","1","0"
"5716174","2","11","0","13","0"
"5716177","6","7","0","13","0"
"5716202","12","8","0","12","0"
"5716526","5","10","0","10","0"
"5717631","8","9","0","8","0"
"5717644","12","7","0","7","0"
"5717784","11","11","0","8","0"
"5718021","14","16","0","19","0"
"5718036","0","16","0","16","0"
"5718099","19","6","0","9","0"
"5718497","11","11","0","19","0"
"5718643","0","49","0","49","0"
"5718828","5","9","0","9","0"
"5719122","8","3","0","14","0"
"5719160","3","4","0","15","0"
"5719574","13","6","0","14","0"
"5719834","9","5","0","10","0"
"5720060","8","5","0","8","0"
"5720275","1","8","0","12","0"
"5720663","8","5","0","10","0"
"5720815","10","5","0","10","0"
"5721074","8","4","0","8","0"
"5721884","10","5","0","15","0"
"5721993","9","3","0","8","0"
"5722188","5","25","0","26","0"
"5722551","2","10","0","11","0"
"5722612","4","10","0","6","0"
"5722632","8","4","0","8","0"
"5722700","0","28","0","22","0"
"5723907","10","1","0","10","0"
"5723984","10","10","0","13","0"
"5724678","6","6","0","10","0"
"5725992","10","7","0","7","0"
"5726347","6","7","0","8","0"
"5726843","6","10","0","12","0"
"5727829","9","3","0","9","0"
"5727974","8","5","0","9","0"
"5728176","9","4","0","9","0"
"5728268","1","0","0","20","0"
"5728385","8","8","0","11","0"
"5729196","9","9","0","9","0"
"5729904","4","25","0","30","0"
"5730032","8","6","0","11","0"
"5730489","0","0","0","26","0"
"5730972","13","2","0","12","0"
"5731197","3","12","0","6","0"
